,cleaned_title,date,source,source_type,language,sentiment,emotions,emotion_scores
638,Dutch Startup Feeds AI Chatbots with Information from Websites,2023-06-09,Business Insider Nederland,News Outlet,nl,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.32753559947013855, 0.28708118200302124, 0.2004731148481369, 0.1849101185798645]"
639,ChatGPT Takes the AI Chatbot Market by Storm with 5 Million iOS ...,2023-06-09,Digital Information World,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.33584606647491455, 0.297146201133728, 0.25379863381385803, 0.11320904642343521]"
640,Actual ChatGPT usage rate is very low < News with AI < AI·Enterprise < Article...,2023-06-09,디지털투데이,Other,ko,negative,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.7321208715438843, 0.11444041877985, 0.09889007359743118, 0.054548610001802444]"
641,Rise of New Open-Source AI Model Sparks Startup Acquisition Talks,2023-06-08,The Information,News Outlet,en,positive,"['Excitement', 'Skepticism', 'Optimism', 'Concern']","[0.5931696891784668, 0.14272266626358032, 0.13304339349269867, 0.13106423616409302]"
642,This Artificial Intelligence Stock Is Headed Toward $1 Trillion. This ...,2023-06-08,The Motley Fool,Blog,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.5015242695808411, 0.3253485858440399, 0.15092355012893677, 0.022203629836440086]"
643,Accuracy of Artificial Intelligence in Estimating BCVA From Fundus ...,2023-06-08,JAMA Network,Broadcast Media,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']","[0.669681966304779, 0.1425299197435379, 0.12149859964847565, 0.06628947705030441]"
644,"Adobe pushes Firefly AI into big business, with financial cover",2023-06-08,Reuters,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.39322760701179504, 0.3045516312122345, 0.21137896180152893, 0.09084181487560272]"
645,AI Could Send These 2 Nasdaq Stocks to the Moon,2023-06-08,The Motley Fool,Blog,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.5805385708808899, 0.1877644658088684, 0.11704393476247787, 0.11465304344892502]"
646,AI startup Cohere raises $270 million from big tech vendors,2023-06-08,TechTarget,Blog,en,positive,"['Optimism', 'Excitement', 'Skepticism', 'Concern']","[0.3083333373069763, 0.2851751744747162, 0.2328888475894928, 0.1736026257276535]"
647,Banks' growing AI chatbot usage prompts regulator warning,2023-06-08,Insider Intelligence,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.8694238066673279, 0.06260384619235992, 0.03414549306035042, 0.033826835453510284]"
648,Legal AI company EvenUp raises $50 million at $325 million valuation,2023-06-08,Reuters,News Outlet,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.3564803898334503, 0.34772664308547974, 0.20195946097373962, 0.09383348375558853]"
649,"AI startup Cohere raises funds from Nvidia, valued at $2.2 billion",2023-06-08,Yahoo Finance,News Outlet,en,positive,"['Optimism', 'Excitement', 'Skepticism', 'Concern']","[0.3420560956001282, 0.3003314435482025, 0.2046946883201599, 0.15291786193847656]"
650,Wall Street Firm Citadel Securities Courts AI Startups for Trading Edge,2023-06-08,The Information,News Outlet,en,positive,"['Excitement', 'Optimism', 'Skepticism', 'Concern']","[0.27722489833831787, 0.2479991465806961, 0.24414250254631042, 0.2306334674358368]"
651,Banking industry pushes back on CFPB's warning over use of AI chatbots,2023-06-07,Fox Business,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.6261504888534546, 0.24495159089565277, 0.06908003985881805, 0.05981793999671936]"
652,"Qualcomm, Mobileye, Other AI Chip Stocks That Can Compete with Nvidia",2023-06-07,Barron's,Other,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.32729652523994446, 0.27473971247673035, 0.25489911437034607, 0.14306463301181793]"
653,Contextual AI launches from stealth to build enterprise-focused language models,2023-06-07,TechCrunch,Blog,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.2727261185646057, 0.2716888189315796, 0.2514820098876953, 0.20410308241844177]"
654,Unleashing the Power of AI: Enabling an Augmented Enterprise | ATD,2023-06-07,ATD,Other,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.3695072829723358, 0.36039504408836365, 0.1429780274629593, 0.12711955606937408]"
655,Kentucky agency credits AI tool with reducing turnover,2023-06-07,StateScoop,Other,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.4567238986492157, 0.21977569162845612, 0.1743236482143402, 0.14917680621147156]"
656,CFPB warns AI chatbots in banking must comply with law | ABA ...,2023-06-06,ABA Banking Journal,Academic Journal,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.7959122657775879, 0.11659665405750275, 0.05041453242301941, 0.03707651421427727]"
657,Japanese AI startup launches robot for home use,2023-06-06,The Japan Times,News Outlet,en,positive,"['Skepticism', 'Excitement', 'Concern', 'Optimism']","[0.2944011390209198, 0.2527180314064026, 0.24586957693099976, 0.20701123774051666]"
658,"‘AI gold rush’ from ChatGPT, ISU PETASYS ICS ‘Nvidia stock price rising halo’ attracts attention",2023-06-06,비즈니스포스트,Other,ko,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.8717260956764221, 0.06481797993183136, 0.04932478070259094, 0.014131174422800541]"
659,3 Top Artificial Intelligence Stocks to Buy in June,2023-06-06,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.47700998187065125, 0.3163774907588959, 0.12238367646932602, 0.08422888070344925]"
660,How Is AI Helping Financial Advisors Right Now?,2023-06-05,Wealth Management,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.27198946475982666, 0.2613931894302368, 0.24415963888168335, 0.22245773673057556]"
661,1 Artificial Intelligence (AI) Growth Stock Down 66% to Buy Now and ...,2023-06-05,The Motley Fool,Blog,en,negative,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.4383096694946289, 0.24949246644973755, 0.2398977130651474, 0.07230008393526077]"
662,Buy stocks in August... 3 advantages of Naver’s super AI,2023-06-04,이데일리,Other,ko,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.3040505051612854, 0.2975550591945648, 0.2722235321998596, 0.12617099285125732]"
663,The AI Founder Taking Credit For Stable Diffusion's Success Has A ...,2023-06-04,Forbes,Magazine,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.46466347575187683, 0.2193024754524231, 0.18302969634532928, 0.13300436735153198]"
664,"AI ripe to shake up private banking, says Israeli entrepreneur",2023-06-03,Financial Times,News Outlet,en,positive,"['Excitement', 'Concern', 'Skepticism', 'Optimism']","[0.3541311025619507, 0.28202953934669495, 0.2188187837600708, 0.14502064883708954]"
665,Wall Street Banks Are Using AI to Rewire the World of Finance,2023-06-02,Wealth Management,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.3588178753852844, 0.2545596957206726, 0.2498984932899475, 0.13672392070293427]"
666,Here's the Startup That Could Win Bill Gates' AI race,2023-06-02,TheStreet,Other,en,positive,"['Excitement', 'Optimism', 'Skepticism', 'Concern']","[0.5473996996879578, 0.19310005009174347, 0.17238248884677887, 0.08711773157119751]"
667,"Goodbye, Ctrl+F: AI startup aims to help financial analysts scour ...",2023-06-02,GeekWire,Press Release Service,en,negative,"['Skepticism', 'Concern', 'Optimism', 'Excitement']","[0.5310642123222351, 0.24680402874946594, 0.11245618760585785, 0.10967550426721573]"
668,"Google's generative AI for enterprises, 'Gen App...",2023-06-01,EnterpriseZine,Press Release Service,ja,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.2856883704662323, 0.27389776706695557, 0.24639464914798737, 0.19401924312114716]"
669,Nyonic: Berlin startup wants to develop its own AI foundation models,2023-06-01,t3n – digital pioneers,News Outlet,de,positive,"['Excitement', 'Optimism', 'Skepticism', 'Concern']","[0.4260740876197815, 0.2707597613334656, 0.17076458036899567, 0.13240155577659607]"
670,Generative AI Could Sustain Arista Networks’ 31% Annual Stock Growth,2023-06-01,Forbes,Magazine,en,positive,"['Optimism', 'Excitement', 'Skepticism', 'Concern']","[0.4875268042087555, 0.27289071679115295, 0.12834639847278595, 0.11123605817556381]"
671,AI Bots Are Coming to Finance,2023-06-01,Bloomberg,News Outlet,en,positive,"['Skepticism', 'Excitement', 'Optimism', 'Concern']","[0.2849600911140442, 0.2757547199726105, 0.2430056780576706, 0.19627946615219116]"
672,China's Baidu launches AI venture capital fund worth 145...,2023-06-01,Genk,Other,vi,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.31223198771476746, 0.27432963252067566, 0.2191849797964096, 0.1942533552646637]"
673,AI chatbot ChatGPT picked RenQ Finance and Tradecurve as future ...,2023-06-01,Crypto Reporter,Other,en,positive,"['Optimism', 'Concern', 'Excitement', 'Skepticism']","[0.34319260716438293, 0.287172794342041, 0.25390592217445374, 0.11572860926389694]"
674,GetYourGuide Raises $194 Million for AI-Powered Travel,2023-06-01,PYMNTS.com,Other,en,positive,"['Optimism', 'Excitement', 'Skepticism', 'Concern']","[0.35490748286247253, 0.3446967601776123, 0.15863341093063354, 0.14176227152347565]"
675,Cathie Wood Is Selling Nvidia and Buying This Artificial Intelligence ...,2023-06-01,The Motley Fool,Blog,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.49448615312576294, 0.20190979540348053, 0.1611897200345993, 0.14241431653499603]"
676,Generative AI raises questions about biometric security,2023-06-01,Biometric Update,Other,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.826668918132782, 0.13184528052806854, 0.022605417296290398, 0.018880324438214302]"
677,Wall Street banks seizing AI to rewire world of finance,2023-06-01,The Australian Financial Review,Academic Journal,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.4437730312347412, 0.23353050649166107, 0.22530534863471985, 0.09739112108945847]"
678,Google Invests in Generative AI Startup Runway and Signs Major ...,2023-06-01,Voicebot.ai,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.32203856110572815, 0.2623639404773712, 0.21886785328388214, 0.1967296600341797]"
679,China's tech elite lead AI startup frenzy,2023-05-12,Nikkei Asia,Other,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.4073936641216278, 0.266843318939209, 0.19398172199726105, 0.13178126513957977]"
680,The AI Startup Litmus Test,2023-05-11,NFX,Other,en,positive,"['Optimism', 'Skepticism', 'Excitement', 'Concern']","[0.3326539993286133, 0.26692408323287964, 0.2570588290691376, 0.1433630734682083]"
681,7 GPT-4 prompts to filter top stocks using AI: Hedge fund manager,2023-05-11,Business Insider,News Outlet,en,positive,"['Skepticism', 'Excitement', 'Concern', 'Optimism']","[0.36952099204063416, 0.23489956557750702, 0.20763830840587616, 0.18794116377830505]"
682,Startup’s AI Slashes Paperwork for Africa's Doctors,2023-05-11,Nvidia,Blog,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.4130359888076782, 0.2255486100912094, 0.18225155770778656, 0.1791638284921646]"
683,"Intel, BCG partner to launch enterprise-grade generative AI solution",2023-05-11,TechCircle,Blog,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.3168562054634094, 0.25450778007507324, 0.22316555678844452, 0.2054705023765564]"
684,Boston Consulting Taps Intel To Sell AI To Enterprise Clients,2023-05-11,Yahoo Finance,News Outlet,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.3304799199104309, 0.24550235271453857, 0.21632997691631317, 0.20768779516220093]"
685,SAP and Google Cloud Expand Partnership to Build the Future of Open Data and AI for Enterprises,2023-05-11,SAP News,News Outlet,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']","[0.31371521949768066, 0.25282052159309387, 0.2200697809457779, 0.2133943736553192]"
686,AI startup Anthropic unveils moral principles behind chatbot Claude,2023-05-10,Computerworld,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.4384136199951172, 0.268838107585907, 0.14843738079071045, 0.14431089162826538]"
687,AI2 Incubator’s new $30M fund triples down on early-stage AI startups,2023-05-10,TechCrunch,Blog,en,positive,"['Excitement', 'Skepticism', 'Optimism', 'Concern']","[0.47208893299102783, 0.19344913959503174, 0.179849773645401, 0.15461215376853943]"
688,How OpenAI may keep enterprises from building their own AI models,2023-05-10,Fast Company,Magazine,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.7078761458396912, 0.18391895294189453, 0.05799517780542374, 0.05020975321531296]"
689,Cognizant and Google Cloud Deepen Partnership to Bring AI to Enterprise Clients,2023-05-10,EnterpriseTalk,Press Release Service,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.32599562406539917, 0.24919290840625763, 0.21488580107688904, 0.2099255919456482]"
690,"Daily Crunch: OpenAI, Anthropic and Stability AI receive half of Sound Ventures’ $240M AI fund",2023-05-10,TechCrunch,Blog,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.6508391499519348, 0.16095176339149475, 0.1146809309720993, 0.07352817058563232]"
691,3 Ultra-Popular Artificial Intelligence (AI) Stocks I Wouldn't Buy With ...,2023-05-09,The Motley Fool,Blog,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.4688405394554138, 0.35520079731941223, 0.13012945652008057, 0.04582921043038368]"
692,"Cornell Produces Top Artificial Intelligence, Finance Talent Amid ...",2023-05-09,Cornell University The Cornell Daily Sun,News Outlet,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.5743269324302673, 0.18374136090278625, 0.13581803441047668, 0.10611367225646973]"
693,Deloitte working with Google Cloud to build enterprise-grade AI ...,2023-05-09,CIO Dive,Other,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.27652227878570557, 0.25470760464668274, 0.2495139092206955, 0.21925613284111023]"
694,IBM Think 2023: Watsonx Promises Enterprise AI At Scale With Trust,2023-05-09,CRN,Other,en,positive,"['Optimism', 'Excitement', 'Skepticism', 'Concern']","[0.3903733789920807, 0.24321697652339935, 0.1904318928718567, 0.1759776920080185]"
695,"AI poses existential threat and risk to health of millions, experts warn",2023-05-09,The Guardian,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.8266130685806274, 0.15707078576087952, 0.0088963583111763, 0.007419825531542301]"
696,AI startup Anthropic wants to write a new constitution for safe AI,2023-05-09,The Verge,News Outlet,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.36342179775238037, 0.25336042046546936, 0.20883718132972717, 0.17438066005706787]"
697,How people are using AI for stock market picks,2023-05-09,Marketplace,Other,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.3670623302459717, 0.25592389702796936, 0.22698360681533813, 0.15003018081188202]"
698,"Brinc Introduces 'Co-Founder', an AI-Powered Chatbot for Startups",2023-05-09,PR Newswire,News Outlet,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.30816683173179626, 0.2937377691268921, 0.22023431956768036, 0.1778610646724701]"
699,"ChatGPT Fever Has Investors Pouring Billions Into AI Startups, No ...",2023-05-08,The Wall Street Journal,Academic Journal,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.8035683035850525, 0.0847066193819046, 0.06938674300909042, 0.04233831167221069]"
700,Is the growth of AI a threat to Māori?,2023-05-08,New Zealand Herald,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.7873245477676392, 0.13538844883441925, 0.0396859236061573, 0.03760109469294548]"
701,The API Key rush: how generative AI is revolutionising enterprises,2023-05-08,TechNative,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.5924690961837769, 0.20627783238887787, 0.13199549913406372, 0.06925756484270096]"
