,cleaned_title,date,source,source_type,language,sentiment,emotion,emotions,emotion_scores
1610,Work of AI robot to feature at London Design Biennale homeware ...,2023-06-02,Evening Standard,Other,en,positive,"['Excitement', 'Concern', 'Skepticism', 'Optimism']",Excitement,"[0.3402842581272125, 0.33057901263237, 0.17289569973945618, 0.15624099969863892]"
1611,Analysis | AI Robots Can't Clean Our Plastic-Plagued Oceans Alone,2023-06-02,The Washington Post,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.7898387908935547, 0.1784275472164154, 0.016130926087498665, 0.015602686442434788]"
1612,"CEM: fury over AI and GPT chat, in CX - Prensario Tila",2023-06-02,Prensario Tila,Press Release Service,es,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.9756087064743042, 0.015621373429894447, 0.005287235602736473, 0.00348273990675807]"
1613,Executive Insights: Artificial Intelligence 2023,2023-06-02,The Business Journals,News Outlet,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']",Optimism,"[0.3792324662208557, 0.2734997570514679, 0.22105899453163147, 0.12620872259140015]"
1614,"Snapchat My AI Snaps: Send Photos, Receive AI-Generated Images",2023-06-02,Search Engine Journal,Academic Journal,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.41572532057762146, 0.2017609179019928, 0.19728344678878784, 0.18523037433624268]"
1615,A recipe for trustworthy artificial intelligence | Center for Research ...,2023-06-02,University of Notre Dame,Academic Journal,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.38966992497444153, 0.2257128357887268, 0.21128907799720764, 0.17332817614078522]"
1616,"ChatGPT Tempts Big Law Despite AI Accuracy, Privacy Worries (2)",2023-06-02,Bloomberg Law,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.8534116148948669, 0.07499369233846664, 0.051354553550481796, 0.02024012804031372]"
1617,"Walmart showcases robots, drones, AI chatbots during shareholder ...",2023-06-02,talkbusiness.net,News Outlet,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.3080971837043762, 0.29774871468544006, 0.26286211609840393, 0.131291925907135]"
1618,What the Eating Disorder Chatbot Disaster Tells Us About AI,2023-06-02,The Takeout,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.8828716278076172, 0.09063868224620819, 0.015777479857206345, 0.01071219239383936]"
1619,The State of Artificial Intelligence in Epilepsy: Where... : Neurology ...,2023-06-01,LWW Journals,Academic Journal,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.9529522657394409, 0.01979823224246502, 0.01564820110797882, 0.011601323261857033]"
1620,Generative AI – the next biggest cyber security threat?,2023-06-01,ComputerWeekly.com,Magazine,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.7697470784187317, 0.11051753908395767, 0.06185499206185341, 0.057880375534296036]"
1621,Sandboxing the AI Act: testing the AI Act proposal with Europe's ...,2023-06-01,DigitalEurope,News Outlet,en,neutral,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.3573209345340729, 0.31204450130462646, 0.19356000423431396, 0.13707464933395386]"
1622,Chief executives cannot shut up about AI,2023-06-01,The Economist,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.596650242805481, 0.23142962157726288, 0.13389894366264343, 0.03802119195461273]"
1623,Multiple companies could win work on US Army's Project Linchpin AI,2023-06-01,C4ISRNET,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.3449697494506836, 0.28049060702323914, 0.2444087713956833, 0.13013088703155518]"
1624,Securing Personal Data in the Wake of AI,2023-06-01,ENISA,Other,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.926247775554657, 0.034184180200099945, 0.022168805822730064, 0.017399240285158157]"
1625,Artificial Intelligence “Godfathers” Call for Regulation as Rights ...,2023-06-01,Democracy Now!,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.7856394052505493, 0.08534754067659378, 0.07745036482810974, 0.05156263709068298]"
1626,The Revised Colorado AI Insurance Regulations: What Was Fixed ...,2023-06-01,Debevoise & Plimpton LLP,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.5617830157279968, 0.229936882853508, 0.11622516810894012, 0.09205488115549088]"
1627,I Cheated on My Girlfriend with an AI Chatbot,2023-06-01,VICE,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.7791747450828552, 0.14567185938358307, 0.0406084768474102, 0.03454488888382912]"
1628,Watch a humanoid robot warns about the dangers of using Artificial Intelligence,2023-06-01,CNN en Español,News Outlet,es,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.7459100484848022, 0.18060602247714996, 0.046740781515836716, 0.02674318477511406]"
1629,Your Future Lawyer Could Be An AI,2023-06-01,TechRound,Blog,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.43316590785980225, 0.19221918284893036, 0.19198890030384064, 0.18262600898742676]"
1630,Developments in Artificial Intelligence Do Not Make Legal That ...,2023-06-01,Law.com,Other,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.567267119884491, 0.39164823293685913, 0.020947527140378952, 0.020137110725045204]"
1631,National Eating Disorders Association takes its AI chatbot offline after complaints of ‘harmful’ advice,2023-06-01,CNN,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.9377608895301819, 0.039372704923152924, 0.015257555991411209, 0.00760886212810874]"
1632,Generative AI raises questions about biometric security,2023-06-01,Biometric Update,Other,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.826668918132782, 0.13184528052806854, 0.022605417296290398, 0.018880324438214302]"
1633,AI dominates London Robot Show - Tucson,2023-06-01,Arizona Daily Star,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']",Excitement,"[0.30664053559303284, 0.29496368765830994, 0.20019052922725677, 0.19820524752140045]"
1634,Introducing The Information's Generative AI Database,2023-06-01,The Information,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']",Excitement,"[0.3988477289676666, 0.29754772782325745, 0.21826797723770142, 0.08533652871847153]"
1635,Super AGI and the Matrix: Sophia the Robot co-creator predicts economic ‘mayhem’ on road to AI utopia,2023-06-01,Fox News,News Outlet,en,negative,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.6686449646949768, 0.23422108590602875, 0.05220494046807289, 0.044929105788469315]"
1636,World's most advanced' robot asked about AI taking over gives eerie ...,2023-06-01,msnNOW,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.634372353553772, 0.2869037985801697, 0.04214730113744736, 0.03657655417919159]"
1637,Ai-Da the world's first humanoid robot creates beautiful but essentially flawed art - how can we trust AI behaviour?,2023-06-01,Sky News,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.6483337879180908, 0.2563527822494507, 0.05230014771223068, 0.043013256043195724]"
1638,Generative AI Mitigating Data Security and Privacy Risks,2023-06-01,IDM.net.au,Other,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.5695657730102539, 0.20121458172798157, 0.15828801691532135, 0.07093164324760437]"
1639,"Dataiku integrates with OpenAI, targets responsible AI",2023-06-01,TechTarget,Blog,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.34160685539245605, 0.2583571970462799, 0.22260220348834991, 0.1774337738752365]"
1640,Australia says tougher laws needed on artificial intelligence,2023-06-01,Reuters,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.6220802068710327, 0.2102169692516327, 0.08478795737028122, 0.08291490375995636]"
1641,Crowdstrike & AWS AI Cybersecurity partnership,2023-06-01,Technology Magazine,Blog,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.4197585880756378, 0.2575824558734894, 0.20739032328128815, 0.11526864022016525]"
1642,ChatGPT risks threaten to divide Biden administration over EU's AI ...,2023-06-01,The Japan Times,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.8224743008613586, 0.12347184866666794, 0.0319213904440403, 0.022132523357868195]"
1643,A New Balance Between Health Care Privacy and Artificial Intelligence,2023-06-01,The Regulatory Review,Academic Journal,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.5032032132148743, 0.22379963099956512, 0.157135009765625, 0.11586207896471024]"
1644,"AI in auto sector: The robot is here to stay, but your jobs are still safe",2023-05-12,Business Today,News Outlet,en,neutral,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.5044952034950256, 0.242750346660614, 0.12875567376613617, 0.12399876117706299]"
1645,Vector Databases: Long-Term Memory for Artificial Intelligence,2023-05-12,The New Stack,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.5153849720954895, 0.2852036952972412, 0.11894751340150833, 0.08046381175518036]"
1646,Mysterious meta that is strong in generation AI cannot provide a service to compete with ChatGPT...,2023-05-12,日本経済新聞,Other,ja,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.7605167627334595, 0.10510029643774033, 0.07907215505838394, 0.05531082674860954]"
1647,Wendy's is using Google's AI language model for food orders,2023-05-12,Android Headlines,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.3532518446445465, 0.26712626218795776, 0.21806250512599945, 0.1615593135356903]"
1648,The Politics of Artificial Intelligence (AI) - National and New Jersey ...,2023-05-12,InsiderNJ,News Outlet,en,negative,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.6592856645584106, 0.12785427272319794, 0.11256330460309982, 0.10029680281877518]"
1649,eBook: How to leverage AI in your corporate legal department,2023-05-12,Wolters Kluwer,Other,en,positive,"['Skepticism', 'Optimism', 'Concern', 'Excitement']",Skepticism,"[0.27005717158317566, 0.2611713707447052, 0.24450580775737762, 0.2242656797170639]"
1650,3 Ways AI Can Impact Data Governance - 3 Ways AI Can Impact ...,2023-05-12,InformationWeek,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.6254422068595886, 0.1684214472770691, 0.11125051975250244, 0.09488578885793686]"
1651,Why artificial intelligence needs regulation now.,2023-05-12,Slate,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.7024052739143372, 0.19523757696151733, 0.05470593273639679, 0.04765121266245842]"
1652,Artificial intelligence: Google chatbot Bard is also coming to Europe,2023-05-12,ZEIT ONLINE English,Other,de,positive,"['Excitement', 'Concern', 'Skepticism', 'Optimism']",Excitement,"[0.43889907002449036, 0.22890833020210266, 0.17432714998722076, 0.157865509390831]"
1653,Cyborg alert! AI robotic arms that can be attached to humans engineered in Japan,2023-05-12,HT Tech,Blog,en,negative,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.9059449434280396, 0.08747503906488419, 0.0036445935256779194, 0.002935361582785845]"
1654,Snapchat influencer launches an AI-powered 'virtual girlfriend' to help 'cure loneliness',2023-05-12,NBC News,News Outlet,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.4146876037120819, 0.2542296051979065, 0.17362596094608307, 0.15745681524276733]"
1655,Deutsche Telekom CEO lays down AI gauntlet to management,2023-05-12,TelcoTitans,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.5142626166343689, 0.2473015934228897, 0.12128477543592453, 0.11715099215507507]"
1656,GoCharlie.ai Developing Revolutionary Multimodal AI Model for Marketing with SRI International,2023-05-12,Yahoo Finance,News Outlet,en,positive,"['Optimism', 'Excitement', 'Skepticism', 'Concern']",Optimism,"[0.38644489645957947, 0.3386664092540741, 0.1395353227853775, 0.13535331189632416]"
1657,Europe's AI Act takes next step including training-data rules,2023-05-12,Music Ally,Other,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.41569164395332336, 0.21394900977611542, 0.19645898044109344, 0.17390036582946777]"
1658,"TechCrunch+ roundup: Minimizing M&A mayhem, cybersecurity PM checklist, open source AI",2023-05-12,TechCrunch,Blog,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.4089297652244568, 0.24865315854549408, 0.17644692957401276, 0.16597013175487518]"
1659,"Transfomative Tech: AI, Simulation, Cyberdefense & more",2023-05-11,UCF,Academic Journal,en,positive,"['Optimism', 'Concern', 'Excitement', 'Skepticism']",Optimism,"[0.35307082533836365, 0.2907372713088989, 0.2648170292377472, 0.09137480705976486]"
1660,Cedars-Sinai Launches Center for Artificial Intelligence Research ...,2023-05-11,HealthITAnalytics.com,Blog,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.6478898525238037, 0.12697675824165344, 0.1246424987912178, 0.10049089789390564]"
1661,Merchant: The writers' strike and the rebellion against AI,2023-05-11,Los Angeles Times,News Outlet,en,negative,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.5145284533500671, 0.19904837012290955, 0.17781588435173035, 0.10860733687877655]"
1662,EU: Ban on most harmful use of AI moves a step closer,2023-05-11,Amnesty International,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.5455947518348694, 0.1810871958732605, 0.14821502566337585, 0.12510301172733307]"
1663,"Generative AI is Disruptive, But More Copyright Isn't the Answer.",2023-05-11,Public Knowledge,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.6272072792053223, 0.3247149884700775, 0.02622131071984768, 0.021856462582945824]"
1664,Cybersecurity experts expect surge in AI-generated hacking attacks,2023-05-11,The Washington Post,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.726914644241333, 0.11911916732788086, 0.07740340381860733, 0.0765627920627594]"
1665,NSF Supports New AI Institute for Agent-based Cyber Threat ...,2023-05-11,Illinois Computer Science News,News Outlet,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.6261589527130127, 0.2040703147649765, 0.08539868891239166, 0.08437201380729675]"
1666,Generative AI needs better context - you can't talk about Large Language Models without reverse neural networks and backpropagation,2023-05-11,diginomica,Other,en,neutral,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.43488556146621704, 0.2268441915512085, 0.17910794913768768, 0.1591622680425644]"
1667,GPT-4 AI thinks Germany has the best Eurovision 2023 song entry,2023-05-11,Neowin,Other,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.4151051640510559, 0.2245754897594452, 0.18599966168403625, 0.17431966960430145]"
1668,Bringing artificial intelligence and GPT to cybersecurity,2023-05-11,Technology Record,Blog,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.5100651979446411, 0.20064027607440948, 0.19331662356853485, 0.09597791731357574]"
1669,AI-Driven Robots Handle High-Speed Logistics Sorting and ...,2023-05-11,Vision Systems Design,Other,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.3707687556743622, 0.2863209545612335, 0.1929369568824768, 0.14997334778308868]"
1670,AI giants are planning a mass event for hackers to try and jailbreak ...,2023-05-11,Euronews,News Outlet,en,negative,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.626622200012207, 0.1560225635766983, 0.147348091006279, 0.07000719755887985]"
